pair_id	dataset_id	original_query	query_keywords
6045	5811	 massachusetts childcares datasets contains addresses or coordinates	massachusetts addresses coordinates
6046	462	 massachusetts childcares datasets contains addresses or coordinates	massachusetts addresses coordinates
6047	4198	 massachusetts childcares datasets contains addresses or coordinates	massachusetts addresses coordinates
6048	6269	 massachusetts childcares datasets contains addresses or coordinates	massachusetts addresses coordinates
6049	8853	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6050	8343	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6051	8079	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6052	896	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6053	9297	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6054	7274	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6055	5811	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6056	462	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6057	4198	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6058	6269	massachusetts childcares data with  addresses or coordinates	massachusetts addresses coordinates
6059	8853	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6060	8343	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6061	8079	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6062	896	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6063	9297	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6064	7274	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6065	5811	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6066	462	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6067	4198	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6068	6269	massachusetts childcares which ignore format as long as it has addresses or coordinates	massachusetts addresses coordinates
6069	7841	massachusetts childcares dataset	massachusetts
6070	7017	massachusetts childcares dataset	massachusetts
6071	2148	massachusetts childcares dataset	massachusetts
6072	9599	massachusetts childcares dataset	massachusetts
6073	4000	massachusetts childcares dataset	massachusetts
6074	3276	massachusetts childcares dataset	massachusetts
6075	3658	massachusetts childcares dataset	massachusetts
6076	7393	massachusetts childcares dataset	massachusetts
6077	8989	massachusetts childcares dataset	massachusetts
6078	3957	massachusetts childcares dataset	massachusetts
6079	7841	massachusetts childcares. datasets	massachusetts
6080	7017	massachusetts childcares. datasets	massachusetts
6081	2148	massachusetts childcares. datasets	massachusetts
6082	9599	massachusetts childcares. datasets	massachusetts
6083	4000	massachusetts childcares. datasets	massachusetts
6084	3276	massachusetts childcares. datasets	massachusetts
6085	3658	massachusetts childcares. datasets	massachusetts
6086	7393	massachusetts childcares. datasets	massachusetts
6087	8989	massachusetts childcares. datasets	massachusetts
6088	3957	massachusetts childcares. datasets	massachusetts
6089	8853	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6090	8343	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6091	8079	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6092	896	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6093	9297	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6094	7274	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6095	5811	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6096	462	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6097	4198	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6098	6269	massachusetts childcare, addresses or coordinates	massachusetts addresses coordinates
6099	304	public datasets with positive and negative sentiment labels	positive negative
6100	783	public datasets with positive and negative sentiment labels	positive negative
6101	296	public datasets with positive and negative sentiment labels	positive negative
6102	79	public datasets with positive and negative sentiment labels	positive negative
6103	4198	public datasets with positive and negative sentiment labels	positive negative
6104	5992	public datasets with positive and negative sentiment labels	positive negative
6105	4307	public datasets with positive and negative sentiment labels	positive negative
6106	106	public datasets with positive and negative sentiment labels	positive negative
6107	8546	public datasets with positive and negative sentiment labels	positive negative
6108	4255	public datasets with positive and negative sentiment labels	positive negative
6109	304	public sentiment datasets labelled with positive and negative	positive negative
6110	783	public sentiment datasets labelled with positive and negative	positive negative
6111	296	public sentiment datasets labelled with positive and negative	positive negative
6112	79	public sentiment datasets labelled with positive and negative	positive negative
6113	4198	public sentiment datasets labelled with positive and negative	positive negative
6114	5992	public sentiment datasets labelled with positive and negative	positive negative
6115	4307	public sentiment datasets labelled with positive and negative	positive negative
6116	106	public sentiment datasets labelled with positive and negative	positive negative
6117	8546	public sentiment datasets labelled with positive and negative	positive negative
6118	4255	public sentiment datasets labelled with positive and negative	positive negative
6119	304	public datasets with positive and negative sentiment labels	positive negative
6120	783	public datasets with positive and negative sentiment labels	positive negative
6121	296	public datasets with positive and negative sentiment labels	positive negative
6122	79	public datasets with positive and negative sentiment labels	positive negative
6123	4198	public datasets with positive and negative sentiment labels	positive negative
6124	5992	public datasets with positive and negative sentiment labels	positive negative
6125	4307	public datasets with positive and negative sentiment labels	positive negative
6126	106	public datasets with positive and negative sentiment labels	positive negative
6127	8546	public datasets with positive and negative sentiment labels	positive negative
6128	4255	public datasets with positive and negative sentiment labels	positive negative
6129	304	 positive and negative sentiment labels	positive negative
6130	783	 positive and negative sentiment labels	positive negative
6131	296	 positive and negative sentiment labels	positive negative
6132	79	 positive and negative sentiment labels	positive negative
6133	4198	 positive and negative sentiment labels	positive negative
6134	5992	 positive and negative sentiment labels	positive negative
6135	4307	 positive and negative sentiment labels	positive negative
6136	106	 positive and negative sentiment labels	positive negative
6137	8546	 positive and negative sentiment labels	positive negative
6138	4255	 positive and negative sentiment labels	positive negative
6139	17	public binary labeled sentiment datasets	binary labeled
6140	269	public binary labeled sentiment datasets	binary labeled
6141	43	public binary labeled sentiment datasets	binary labeled
6142	103	public binary labeled sentiment datasets	binary labeled
6143	5836	public binary labeled sentiment datasets	binary labeled
6144	222	public binary labeled sentiment datasets	binary labeled
6145	279	public binary labeled sentiment datasets	binary labeled
6146	24	public binary labeled sentiment datasets	binary labeled
6147	291	public binary labeled sentiment datasets	binary labeled
6148	8	public binary labeled sentiment datasets	binary labeled
6149	304	 public datasets with positive and negative sentiment labels.	positive negative
6150	783	 public datasets with positive and negative sentiment labels.	positive negative
6151	296	 public datasets with positive and negative sentiment labels.	positive negative
6152	79	 public datasets with positive and negative sentiment labels.	positive negative
6153	4198	 public datasets with positive and negative sentiment labels.	positive negative
6154	5992	 public datasets with positive and negative sentiment labels.	positive negative
6155	4307	 public datasets with positive and negative sentiment labels.	positive negative
6156	106	 public datasets with positive and negative sentiment labels.	positive negative
6157	8546	 public datasets with positive and negative sentiment labels.	positive negative
6158	4255	 public datasets with positive and negative sentiment labels.	positive negative
6159	304	public datasets with positive and negative sentiment labels	positive negative
6160	783	public datasets with positive and negative sentiment labels	positive negative
6161	296	public datasets with positive and negative sentiment labels	positive negative
6162	79	public datasets with positive and negative sentiment labels	positive negative
6163	4198	public datasets with positive and negative sentiment labels	positive negative
6164	5992	public datasets with positive and negative sentiment labels	positive negative
6165	4307	public datasets with positive and negative sentiment labels	positive negative
6166	106	public datasets with positive and negative sentiment labels	positive negative
6167	8546	public datasets with positive and negative sentiment labels	positive negative
6168	4255	public datasets with positive and negative sentiment labels	positive negative
6169	304	datasets with positive and negative sentiment labels.	positive negative
6170	783	datasets with positive and negative sentiment labels.	positive negative
6171	296	datasets with positive and negative sentiment labels.	positive negative
6172	79	datasets with positive and negative sentiment labels.	positive negative
6173	4198	datasets with positive and negative sentiment labels.	positive negative
6174	5992	datasets with positive and negative sentiment labels.	positive negative
6175	4307	datasets with positive and negative sentiment labels.	positive negative
6176	106	datasets with positive and negative sentiment labels.	positive negative
6177	8546	datasets with positive and negative sentiment labels.	positive negative
6178	4255	datasets with positive and negative sentiment labels.	positive negative
6179	304	positive and negative sentiment labels	positive negative
6180	783	positive and negative sentiment labels	positive negative
6181	296	positive and negative sentiment labels	positive negative
6182	79	positive and negative sentiment labels	positive negative
6183	4198	positive and negative sentiment labels	positive negative
6184	5992	positive and negative sentiment labels	positive negative
6185	4307	positive and negative sentiment labels	positive negative
6186	106	positive and negative sentiment labels	positive negative
6187	8546	positive and negative sentiment labels	positive negative
6188	4255	positive and negative sentiment labels	positive negative
6189	8079	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6190	7159	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6191	269	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6192	4198	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6193	4354	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6194	4082	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6195	2425	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6196	8501	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6197	517	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6198	3969	annotated data "action items", "decisions", "reminder"	action items decisions reminder
6199	8079	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6200	7159	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6201	269	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6202	4198	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6203	4354	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6204	4082	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6205	2425	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6206	8501	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6207	517	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6208	3969	meeting dataset containing annotations like action items, decisions and reminder	action items decisions reminder
6209	8079	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6210	7159	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6211	269	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6212	4198	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6213	4354	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6214	4082	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6215	2425	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6216	8501	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6217	517	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6218	3969	meeting dataset containing annotations like "action items", "decisions", "reminder"	action items decisions reminder
6219	8079	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6220	7159	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6221	269	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6222	4198	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6223	4354	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6224	4082	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6225	2425	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6226	8501	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6227	517	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6228	3969	a meeting dataset containing annotations:"action items", "decisions", "reminder" 	action items decisions reminder
6229	8079	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6230	7159	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6231	269	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6232	4198	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6233	4354	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6234	4082	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6235	2425	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6236	8501	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6237	517	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6238	3969	 a meeting dataset containing annotations like "action items", "decisions", "reminder" 	action items decisions reminder
6239	8079	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6240	7159	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6241	269	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6242	4198	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6243	4354	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6244	4082	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6245	2425	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6246	8501	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6247	517	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6248	3969	a meeting dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6249	8079	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6250	7159	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6251	269	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6252	4198	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6253	4354	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6254	4082	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6255	2425	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6256	8501	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6257	517	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6258	3969	dataset containing annotations like "action items", "decisions", "reminder" and labels similar to them	action items decisions reminder
6259	8079	action items, decisions, reminder, meeting	action items decisions reminder
6260	7159	action items, decisions, reminder, meeting	action items decisions reminder
6261	269	action items, decisions, reminder, meeting	action items decisions reminder
6262	4198	action items, decisions, reminder, meeting	action items decisions reminder
6263	4354	action items, decisions, reminder, meeting	action items decisions reminder
6264	4082	action items, decisions, reminder, meeting	action items decisions reminder
6265	2425	action items, decisions, reminder, meeting	action items decisions reminder
6266	8501	action items, decisions, reminder, meeting	action items decisions reminder
6267	517	action items, decisions, reminder, meeting	action items decisions reminder
6268	3969	action items, decisions, reminder, meeting	action items decisions reminder
6269	17	SMS dataset for all the brands available transactional messages	brands transactional messages
6270	8459	SMS dataset for all the brands available transactional messages	brands transactional messages
6271	403	SMS dataset for all the brands available transactional messages	brands transactional messages
6272	2177	SMS dataset for all the brands available transactional messages	brands transactional messages
6273	5268	SMS dataset for all the brands available transactional messages	brands transactional messages
6274	5385	SMS dataset for all the brands available transactional messages	brands transactional messages
6275	7895	SMS dataset for all the brands available transactional messages	brands transactional messages
6276	2450	SMS dataset for all the brands available transactional messages	brands transactional messages
6277	311	SMS dataset for all the brands available transactional messages	brands transactional messages
6278	8079	SMS dataset for all the brands available transactional messages	brands transactional messages
6279	1991	dataset with SMS messages from brands	brands
6280	689	dataset with SMS messages from brands	brands
6281	596	dataset with SMS messages from brands	brands
6282	6964	dataset with SMS messages from brands	brands
6283	7497	dataset with SMS messages from brands	brands
6284	739	dataset with SMS messages from brands	brands
6285	3055	dataset with SMS messages from brands	brands
6286	31	dataset with SMS messages from brands	brands
6287	8693	dataset with SMS messages from brands	brands
6288	457	dataset with SMS messages from brands	brands
6289	17	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6290	8459	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6291	403	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6292	2177	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6293	5268	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6294	5385	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6295	7895	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6296	2450	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6297	311	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6298	8079	SMS dataset for all the brands,specifically their transactional messages	brands transactional messages
6299	17	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6300	8459	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6301	403	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6302	2177	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6303	5268	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6304	5385	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6305	7895	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6306	2450	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6307	311	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6308	8079	brand specific messages,SMS dataset,transactional messages	brand transactional messages
6309	7134	brand datasets with specific description	description
6310	956	brand datasets with specific description	description
6311	6268	brand datasets with specific description	description
6312	8068	brand datasets with specific description	description
6313	505	brand datasets with specific description	description
6314	3304	brand datasets with specific description	description
6315	963	brand datasets with specific description	description
6316	5677	brand datasets with specific description	description
6317	6202	brand datasets with specific description	description
6318	8473	brand datasets with specific description	description
6319	17	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6320	311	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6321	5808	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6322	269	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6323	8935	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6324	8459	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6325	403	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6326	2177	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6327	5187	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6328	9117	dataset which has brand specific messages for all the brands, e.g.  transactional SMS messages to  communicate with their customers	brands transactional sms messages
6329	106	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6330	94	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6331	263	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6332	41	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6333	230	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6334	67	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6335	6601	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6336	214	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6337	6452	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6338	752	music data in symbolic form with the notes, format like MIDI or MusicXML	notes
6339	4414	number of teachers belonging to a union for each county in Florida	florida
6340	5327	number of teachers belonging to a union for each county in Florida	florida
6341	2828	number of teachers belonging to a union for each county in Florida	florida
6342	9604	number of teachers belonging to a union for each county in Florida	florida
6343	7094	number of teachers belonging to a union for each county in Florida	florida
6344	9505	number of teachers belonging to a union for each county in Florida	florida
6345	1296	number of teachers belonging to a union for each county in Florida	florida
6346	5344	number of teachers belonging to a union for each county in Florida	florida
6347	1475	number of teachers belonging to a union for each county in Florida	florida
6348	8952	number of teachers belonging to a union for each county in Florida	florida
6349	4414	number of teachers belonging to a union for each country in Florida	florida
6350	5327	number of teachers belonging to a union for each country in Florida	florida
6351	2828	number of teachers belonging to a union for each country in Florida	florida
6352	9604	number of teachers belonging to a union for each country in Florida	florida
6353	7094	number of teachers belonging to a union for each country in Florida	florida
6354	9505	number of teachers belonging to a union for each country in Florida	florida
6355	1296	number of teachers belonging to a union for each country in Florida	florida
6356	5344	number of teachers belonging to a union for each country in Florida	florida
6357	1475	number of teachers belonging to a union for each country in Florida	florida
6358	8952	number of teachers belonging to a union for each country in Florida	florida
6359	4414	 the number of teachers belonging to a union for each county in Florida.	florida
6360	5327	 the number of teachers belonging to a union for each county in Florida.	florida
6361	2828	 the number of teachers belonging to a union for each county in Florida.	florida
6362	9604	 the number of teachers belonging to a union for each county in Florida.	florida
6363	7094	 the number of teachers belonging to a union for each county in Florida.	florida
6364	9505	 the number of teachers belonging to a union for each county in Florida.	florida
6365	1296	 the number of teachers belonging to a union for each county in Florida.	florida
6366	5344	 the number of teachers belonging to a union for each county in Florida.	florida
6367	1475	 the number of teachers belonging to a union for each county in Florida.	florida
6368	8952	 the number of teachers belonging to a union for each county in Florida.	florida
6369	4414	dataset about the number of teachers belonging to a union for each county in Florida	florida
6370	5327	dataset about the number of teachers belonging to a union for each county in Florida	florida
6371	2828	dataset about the number of teachers belonging to a union for each county in Florida	florida
6372	9604	dataset about the number of teachers belonging to a union for each county in Florida	florida
6373	7094	dataset about the number of teachers belonging to a union for each county in Florida	florida
6374	9505	dataset about the number of teachers belonging to a union for each county in Florida	florida
6375	1296	dataset about the number of teachers belonging to a union for each county in Florida	florida
6376	5344	dataset about the number of teachers belonging to a union for each county in Florida	florida
6377	1475	dataset about the number of teachers belonging to a union for each county in Florida	florida
6378	8952	dataset about the number of teachers belonging to a union for each county in Florida	florida
6379	4414	florida union teacher datasets	florida
6380	5327	florida union teacher datasets	florida
6381	2828	florida union teacher datasets	florida
6382	9604	florida union teacher datasets	florida
6383	7094	florida union teacher datasets	florida
6384	9505	florida union teacher datasets	florida
6385	1296	florida union teacher datasets	florida
6386	5344	florida union teacher datasets	florida
6387	1475	florida union teacher datasets	florida
6388	8952	florida union teacher datasets	florida
6389	4414	 data on the number of teachers belonging to a union for each county in Florida	florida
6390	5327	 data on the number of teachers belonging to a union for each county in Florida	florida
6391	2828	 data on the number of teachers belonging to a union for each county in Florida	florida
6392	9604	 data on the number of teachers belonging to a union for each county in Florida	florida
6393	7094	 data on the number of teachers belonging to a union for each county in Florida	florida
6394	9505	 data on the number of teachers belonging to a union for each county in Florida	florida
6395	1296	 data on the number of teachers belonging to a union for each county in Florida	florida
6396	5344	 data on the number of teachers belonging to a union for each county in Florida	florida
6397	1475	 data on the number of teachers belonging to a union for each county in Florida	florida
6398	8952	 data on the number of teachers belonging to a union for each county in Florida	florida
6399	4414	dataset on the number of teachers belonging to a union for each county in Florida	florida
6400	5327	dataset on the number of teachers belonging to a union for each county in Florida	florida
6401	2828	dataset on the number of teachers belonging to a union for each county in Florida	florida
6402	9604	dataset on the number of teachers belonging to a union for each county in Florida	florida
6403	7094	dataset on the number of teachers belonging to a union for each county in Florida	florida
6404	9505	dataset on the number of teachers belonging to a union for each county in Florida	florida
6405	1296	dataset on the number of teachers belonging to a union for each county in Florida	florida
6406	5344	dataset on the number of teachers belonging to a union for each county in Florida	florida
6407	1475	dataset on the number of teachers belonging to a union for each county in Florida	florida
6408	8952	dataset on the number of teachers belonging to a union for each county in Florida	florida
6409	4414	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6410	5327	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6411	2828	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6412	9604	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6413	7094	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6414	9505	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6415	1296	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6416	5344	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6417	1475	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6418	8952	dataset on the number of teachers belonging to a union for each county in Florida.	florida
6419	4414	datasets of teachers numbers in Florida	florida
6420	5327	datasets of teachers numbers in Florida	florida
6421	2828	datasets of teachers numbers in Florida	florida
6422	9604	datasets of teachers numbers in Florida	florida
6423	7094	datasets of teachers numbers in Florida	florida
6424	9505	datasets of teachers numbers in Florida	florida
6425	1296	datasets of teachers numbers in Florida	florida
6426	5344	datasets of teachers numbers in Florida	florida
6427	1475	datasets of teachers numbers in Florida	florida
6428	8952	datasets of teachers numbers in Florida	florida
6429	3343	authentication pattern along with timestamp	timestamp
6430	3745	authentication pattern along with timestamp	timestamp
6431	6017	authentication pattern along with timestamp	timestamp
6432	1710	authentication pattern along with timestamp	timestamp
6433	2027	authentication pattern along with timestamp	timestamp
6434	8249	authentication pattern along with timestamp	timestamp
6435	4692	authentication pattern along with timestamp	timestamp
6436	4391	authentication pattern along with timestamp	timestamp
6437	7117	authentication pattern along with timestamp	timestamp
6438	2731	authentication pattern along with timestamp	timestamp
6439	209	dataset containing authentication pattern with time	time
6440	2518	dataset containing authentication pattern with time	time
6441	1889	dataset containing authentication pattern with time	time
6442	8061	dataset containing authentication pattern with time	time
6443	5591	dataset containing authentication pattern with time	time
6444	5974	dataset containing authentication pattern with time	time
6445	7236	dataset containing authentication pattern with time	time
6446	5820	dataset containing authentication pattern with time	time
6447	809	dataset containing authentication pattern with time	time
6448	2263	dataset containing authentication pattern with time	time
6449	269	authentication pattern along with the time, including attempt time and password	time attempt time password
6450	131	authentication pattern along with the time, including attempt time and password	time attempt time password
6451	4198	authentication pattern along with the time, including attempt time and password	time attempt time password
6452	17	authentication pattern along with the time, including attempt time and password	time attempt time password
6453	621	authentication pattern along with the time, including attempt time and password	time attempt time password
6454	4071	authentication pattern along with the time, including attempt time and password	time attempt time password
6455	4354	authentication pattern along with the time, including attempt time and password	time attempt time password
6456	517	authentication pattern along with the time, including attempt time and password	time attempt time password
6457	5836	authentication pattern along with the time, including attempt time and password	time attempt time password
6458	332	authentication pattern along with the time, including attempt time and password	time attempt time password
6459	2006	authentication pattern,time,application,password 	time application password
6460	269	authentication pattern,time,application,password 	time application password
6461	5748	authentication pattern,time,application,password 	time application password
6462	131	authentication pattern,time,application,password 	time application password
6463	514	authentication pattern,time,application,password 	time application password
6464	17	authentication pattern,time,application,password 	time application password
6465	6461	authentication pattern,time,application,password 	time application password
6466	5268	authentication pattern,time,application,password 	time application password
6467	2372	authentication pattern,time,application,password 	time application password
6468	9437	authentication pattern,time,application,password 	time application password
6469	7096	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6470	7341	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6471	5152	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6472	4198	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6473	4255	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6474	8501	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6475	621	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6476	403	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6477	6513	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6478	517	 data containing authentication pattern along with the time, also contain the application of each attempt made to	time application attempt
6479	209	authentication dataset contains time	time
6480	2518	authentication dataset contains time	time
6481	1889	authentication dataset contains time	time
6482	8061	authentication dataset contains time	time
6483	5591	authentication dataset contains time	time
6484	5974	authentication dataset contains time	time
